,Hit@10,MRR@10,Hit@5,MAP@5,MRR@5,Hit@3,MAP@3,MRR@3
avg_results,0.15538277511961723,0.06825828776486671,0.1244019138755981,0.06396531100478468,0.06431618819776715,0.11519138755980862,0.062220893141945774,0.062240829346092506
