,Accuracy (weighted),Precision (weighted),Recall (weighted),F1 (weighted)
test_split_1,0.589712917804718,0.5056898593902588,0.589712917804718,0.5176132917404175
test_split_2,0.5944976210594177,0.5128570795059204,0.5944976210594177,0.5308652520179749
test_split_3,0.6016746759414673,0.5033029913902283,0.6016746759414673,0.5277273058891296
test_split_4,0.5645933151245117,0.47008514404296875,0.5645933151245117,0.4960210919380188
test_split_5,0.6267942786216736,0.53535395860672,0.6267942786216736,0.5571907758712769
test_split_6,0.6088516712188721,0.5142731070518494,0.6088516712188721,0.543347179889679
test_split_7,0.6040669679641724,0.4963001012802124,0.6040669679641724,0.5291115045547485
test_split_8,0.5992823243141174,0.5109871029853821,0.5992823243141174,0.533136248588562
test_split_9,0.6351674199104309,0.5472239851951599,0.6351674199104309,0.5662181973457336
test_split_10,0.6004784107208252,0.49590951204299927,0.6004784107208252,0.5251452922821045
