,Hit@10,MRR@10,Hit@5,MAP@5,MRR@5,Hit@3,MAP@3,MRR@3
avg_results,0.2866028708133971,0.10847924736082633,0.17165071770334928,0.09239035087719297,0.09239035087719297,0.11698564593301435,0.07994417862838916,0.07994417862838916
