,Hit@10,MAP@10,MRR@10,Hit@5,MAP@5,MRR@5,Hit@3,MAP@3,MRR@3
test_split_1,0.7763157894736842,0.554638557975024,0.6347701640464798,0.7380382775119617,0.6046451355661883,0.6297049441786283,0.6770334928229665,0.615829346092504,0.6164274322169058
test_split_2,0.7679425837320574,0.5634408159196693,0.6459235209235209,0.7416267942583732,0.6191188197767146,0.642464114832536,0.6830143540669856,0.6295853269537479,0.6297846889952153
test_split_3,0.7643540669856459,0.5630767179944812,0.6460735171261487,0.7356459330143541,0.6103867623604466,0.6419059011164274,0.6889952153110048,0.6313795853269537,0.6319776714513555
test_split_4,0.757177033492823,0.5476127955169309,0.6254936583883952,0.7248803827751196,0.5984449760765551,0.62085326953748,0.6650717703349283,0.6076555023923444,0.6080542264752791
test_split_5,0.7643540669856459,0.5621165106127511,0.6466255601124022,0.7392344497607656,0.6156299840510366,0.6432216905901117,0.6818181818181818,0.6309808612440191,0.6313795853269537
test_split_6,0.7559808612440191,0.5612009426976532,0.6441444520391888,0.7236842105263158,0.6149587985114302,0.6397328548644338,0.680622009569378,0.6301834130781498,0.6305821371610845
test_split_7,0.7356459330143541,0.5482176140658284,0.6268929900508847,0.7177033492822966,0.5977272727272727,0.6245215311004785,0.6710526315789473,0.6148325358851675,0.6148325358851675
test_split_8,0.757177033492823,0.5517270358435772,0.6283141566036302,0.7141148325358851,0.5965111642743222,0.6226076555023924,0.6770334928229665,0.6146331738437001,0.6148325358851675
test_split_9,0.7595693779904307,0.5673362225006962,0.6570384294068504,0.7368421052631579,0.6249900318979267,0.6543460925039872,0.6854066985645934,0.6431419457735247,0.6433413078149919
test_split_10,0.7679425837320574,0.5577789169894434,0.6359701336675021,0.7320574162679426,0.6032496012759171,0.6312599681020734,0.6818181818181818,0.620414673046252,0.6206140350877192
