,Accuracy (weighted),Precision (weighted),Recall (weighted),F1 (weighted)
test_split_1,0.5968899726867676,0.5023766160011292,0.5968899726867676,0.5164185166358948
test_split_2,0.6076554656028748,0.5272024273872375,0.6076554656028748,0.5376420617103577
test_split_3,0.5909091234207153,0.49802252650260925,0.5909091234207153,0.519804060459137
test_split_4,0.5849282145500183,0.48020246624946594,0.5849282145500183,0.508730947971344
test_split_5,0.6315789222717285,0.5316542387008667,0.6315789222717285,0.5594878792762756
test_split_6,0.6052631735801697,0.5061378479003906,0.6052631735801697,0.532823920249939
test_split_7,0.606459379196167,0.48424074053764343,0.606459379196167,0.5290863513946533
test_split_8,0.6148325800895691,0.49874433875083923,0.6148325800895691,0.5404254794120789
test_split_9,0.6088516712188721,0.507474958896637,0.6088516712188721,0.5370934009552002
test_split_10,0.6088516712188721,0.4912172853946686,0.6088516712188721,0.5262325406074524
