,Hit@10,MAP@10,MRR@10,Hit@5,MAP@5,MRR@5,Hit@3,MAP@3,MRR@3
test_split_1,0.8289473684210527,0.6783414502164502,0.7102486329460014,0.8026315789473685,0.6925704412546517,0.7066188197767145,0.7703349282296651,0.6936802232854865,0.6995614035087718
test_split_2,0.8265550239234449,0.6810165802764486,0.7157268170426064,0.8014354066985646,0.6998272195640617,0.7122208931419457,0.7763157894736842,0.7005582137161085,0.7065390749601276
test_split_3,0.8110047846889952,0.6677781100478468,0.7044718804587226,0.7894736842105263,0.6889686337054758,0.7015948963317384,0.7667464114832536,0.6913875598086124,0.6965709728867623
test_split_4,0.8110047846889952,0.6629167220450116,0.6957360256702363,0.7834928229665071,0.6815390749601276,0.691786283891547,0.7547846889952153,0.68122009569378,0.6852073365231259
test_split_5,0.8361244019138756,0.7045652720817195,0.7377876509455457,0.80622009569378,0.7201222753854333,0.733732057416268,0.7858851674641149,0.7230861244019139,0.729066985645933
test_split_6,0.8038277511961722,0.6676455105566947,0.7054264449001291,0.784688995215311,0.6883107389686336,0.7029704944178629,0.7643540669856459,0.6927830940988836,0.698365231259968
test_split_7,0.8098086124401914,0.6736405011898433,0.7108989329384067,0.7870813397129187,0.6965510366826156,0.7076355661881978,0.7667464114832536,0.6981658692185009,0.7031499202551833
test_split_8,0.8014354066985646,0.6796037995873524,0.712510917445128,0.784688995215311,0.697707336523126,0.7101674641148326,0.7667464114832536,0.7015550239234449,0.7063397129186603
test_split_9,0.812200956937799,0.686947482342219,0.7207944102680945,0.7954545454545454,0.7063131313131313,0.7183014354066986,0.7715311004784688,0.7075358851674641,0.7129186602870813
test_split_10,0.8133971291866029,0.6712017575504418,0.7073441178704337,0.7918660287081339,0.6913809144072303,0.7043660287081339,0.7667464114832536,0.6929824561403508,0.6985645933014354
