,Hit@10,MAP@10,MRR@10,Hit@5,MAP@5,MRR@5,Hit@3,MAP@3,MRR@3
test_split_1,0.8074162679425837,0.6536280664910835,0.7284133629528367,0.7882775119617225,0.7142759835194046,0.7257575757575758,0.7739234449760766,0.7159090909090909,0.7222886762360445
test_split_2,0.8289473684210527,0.6609875806715563,0.7456738437001594,0.8110047846889952,0.7305671850079746,0.7433612440191388,0.7834928229665071,0.7304625199362041,0.7368421052631579
test_split_3,0.8133971291866029,0.6473372029234341,0.7252933470038733,0.7942583732057417,0.7088915470494417,0.7227073365231259,0.7595693779904307,0.7061403508771928,0.7145135566188197
test_split_4,0.80622009569378,0.6375598142632918,0.7205395116579327,0.784688995215311,0.7049059675704413,0.717384370015949,0.757177033492823,0.7053429027113237,0.7109250398724082
test_split_5,0.8217703349282297,0.6811086603368088,0.7608680792891319,0.8145933014354066,0.7483702153110049,0.7597288676236045,0.7978468899521531,0.7494019138755981,0.7557814992025519
test_split_6,0.8133971291866029,0.6439109266447143,0.7250787954735324,0.7834928229665071,0.706866360978203,0.7211921850079744,0.7667464114832536,0.7091307814992025,0.717304625199362
test_split_7,0.8050239234449761,0.6574188814614096,0.7280597326649958,0.7894736842105263,0.7136679292929292,0.7259370015948963,0.7763157894736842,0.7167065390749602,0.7228867623604465
test_split_8,0.8074162679425837,0.6569468183671661,0.7309566529961267,0.784688995215311,0.7170936337054759,0.7279704944178628,0.7655502392344498,0.7177033492822966,0.7234848484848485
test_split_9,0.8050239234449761,0.6577189801026736,0.7454735323156375,0.7918660287081339,0.7291035353535353,0.7437400318979266,0.7739234449760766,0.7302631578947368,0.739433811802233
test_split_10,0.8241626794258373,0.6533807089422691,0.7354987848408902,0.7966507177033493,0.7162629585326954,0.7317783094098883,0.7703349282296651,0.7163078149920256,0.7256778309409888
