,Accuracy (weighted),Precision (weighted),Recall (weighted),F1 (weighted)
test_split_1,0.7021531462669373,0.6288177371025085,0.7021531462669373,0.6474795937538147
test_split_2,0.6973684430122375,0.6109600067138672,0.6973684430122375,0.6418469548225403
test_split_3,0.7009568810462952,0.6251274347305298,0.7009568810462952,0.6408530473709106
test_split_4,0.6913876533508301,0.6452276706695557,0.6913876533508301,0.6332991719245911
test_split_5,0.7308613061904907,0.6459994912147522,0.7308613061904907,0.6702036261558533
test_split_6,0.7165071964263916,0.6248826384544373,0.7165071964263916,0.655617356300354
test_split_7,0.7009569406509399,0.6402298808097839,0.7009569406509399,0.6404227614402771
test_split_8,0.7188995480537415,0.6318789124488831,0.7188995480537415,0.6607543230056763
test_split_9,0.7356459498405457,0.6572585105895996,0.7356459498405457,0.6787960529327393
test_split_10,0.6973683834075928,0.628362238407135,0.6973683834075928,0.6402448415756226
