,Hit@10,MAP@10,MRR@10,Hit@5,MAP@5,MRR@5,Hit@3,MAP@3,MRR@3
avg_results,0.5655502392344498,0.3617276065795803,0.3852875085440875,0.5126794258373206,0.3708717105263158,0.378237639553429,0.4694976076555023,0.36752392344497603,0.36826156299840507
